retriever,k,qpp_method,alpha,r,p1(r),tau,p1(tau),rho,p1(rho),num_of_queries,with_0shot_posterior
e5,3,spatial,0.0,0.16798083972876302,0.10003554884841014,0.10180412371134022,0.13959717520298046,0.13567746686303384,0.18514409735016418,97,False
e5,3,spatial,0.0,0.2754956827117026,0.006310243895307108,0.2014604810996564,0.0034621026042757834,0.29100042078687144,0.003831321858092763,97,True
e5,3,a_ratio,0.0,0.08543170120391302,0.40539788625459733,0.03737113402061856,0.5876136836654002,0.0630654323585104,0.5394256168474314,97,False
e5,3,a_ratio,0.0,0.17130822657339428,0.09339690657069394,0.09793814432989692,0.1552606461818409,0.1420287187039764,0.16521841561646522,97,True
e5,3,nqc,0.0,0.09027213741989983,0.3792121081248055,0.05541237113402062,0.42134149715143543,0.07121817799284662,0.48818045171705127,97,False
e5,3,nqc,0.0,-0.08645974568313815,0.39974922956192127,-0.07130584192439864,0.3007958300881056,-0.10344782242794023,0.3132896609084809,97,True
e5,3,bertQPP,0.0,0.24377302004201515,0.01612030746347398,0.147766323024055,0.03201236643126749,0.2095387123921733,0.03940899029182843,97,False
e5,3,bertQPP,0.0,0.17477736282043058,0.08685094280379811,0.09063573883161513,0.18843365829791547,0.13043078055964652,0.20288015467970466,97,True
e5,3,spatial,0.05,0.1589634057988614,0.1198939901249066,0.10609965635738833,0.1236515932692785,0.14233115926783085,0.1643108501473464,97,False
e5,3,spatial,0.05,0.2782312113621194,0.005789946764787129,0.20103092783505158,0.0035320539175627825,0.29192089206816746,0.0037162735153543993,97,True
e5,3,a_ratio,0.05,0.13098764638563806,0.20094192948310477,0.09364261168384881,0.17419095096502246,0.13628234799074268,0.18317429178125452,97,False
e5,3,a_ratio,0.05,0.07897431234371338,0.44193746949006946,0.05240549828178695,0.4469779106399572,0.08092257521565326,0.4307221900298125,97,True
e5,3,nqc,0.05,0.09206542874235434,0.3697768473414829,0.056271477663230256,0.41417839532189626,0.07219124763307384,0.4822416081657521,97,False
e5,3,nqc,0.05,-0.08721230926058726,0.3956439108599926,-0.07259450171821306,0.29214479548279504,-0.10292183883862822,0.3157697269588374,97,True
e5,3,bertQPP,0.05,0.2480887733073906,0.014279684127926781,0.15077319587628868,0.0286776674564184,0.21339154218388384,0.03584731945501844,97,False
e5,3,bertQPP,0.05,0.1699432879325235,0.09607680611802942,0.0893470790378007,0.19479398827541883,0.12724857984430885,0.21421347759777218,97,True
e5,3,spatial,0.1,0.14566830648414458,0.15454086529546102,0.10352233676975947,0.1330387570764664,0.14776193982747737,0.14863718194759365,97,False
e5,3,spatial,0.1,0.28126375045960333,0.005257960944428379,0.20489690721649487,0.002946303078171719,0.2976409636019356,0.0030680599318253484,97,True
e5,3,a_ratio,0.1,0.13072728194773275,0.2018464915403678,0.09149484536082475,0.1842793810224047,0.13427046076162422,0.1897855985337465,97,False
e5,3,a_ratio,0.1,0.003453508109627808,0.9732182343580801,0.018041237113402064,0.7934766269227447,0.020105722701451712,0.8450241562671629,97,True
e5,3,nqc,0.1,0.09404814476858396,0.35951372983644575,0.056701030927835065,0.41062402699366984,0.07323006522196508,0.4759444003418748,97,False
e5,3,nqc,0.1,-0.08802145565784593,0.3912580111873386,-0.0738831615120275,0.2836625052763587,-0.10464443509362506,0.3076946488643932,97,True
e5,3,bertQPP,0.1,0.25250287931048704,0.012588637736249061,0.15592783505154642,0.023654871935139845,0.21770460761624233,0.03218465807380124,97,False
e5,3,bertQPP,0.1,0.16409797230579137,0.10824444970759829,0.08676975945017183,0.2079844017382293,0.1214364611824111,0.2360582710251851,97,True
e5,3,spatial,0.15,0.1357605221684403,0.18487271676175593,0.09063573883161513,0.18843365829791547,0.1325873132758258,0.19544817233760342,97,False
e5,3,spatial,0.15,0.28463037029201543,0.004718655865590734,0.209192439862543,0.002400428947085522,0.3026509572901325,0.0025857251529226477,97,True
e5,3,a_ratio,0.15,0.12476023860565938,0.22338344672875962,0.08376288659793817,0.22417771625382632,0.1290895224069009,0.20760345704833494,97,False
e5,3,a_ratio,0.15,-0.027616966539189415,0.7882985173945299,-0.0017182130584192442,0.9801082366692063,-0.011479591836734693,0.9111414854610378,97,True
e5,3,nqc,0.15,0.096249641420736,0.34832671647966257,0.057989690721649494,0.40007019122296605,0.07650431306543236,0.456389747828958,97,False
e5,3,nqc,0.15,-0.08889228480412222,0.38657036970910513,-0.07689003436426119,0.26452436355398434,-0.10969387755102039,0.2848059015593951,97,True
e5,3,bertQPP,0.15,0.25693299628901395,0.01106960581239229,0.1589347079037801,0.021092644173514117,0.2204528718703976,0.03001955251834119,97,False
e5,3,bertQPP,0.15,0.1570740538031277,0.12441585679307948,0.07689003436426119,0.26452436355398434,0.11041710498632443,0.28162289011079833,97,True
e5,3,spatial,0.2,0.12870448341760415,0.208973776593246,0.08247422680412372,0.23138680179907667,0.12837944456132966,0.21013557103421152,97,False
e5,3,spatial,0.2,0.2883665990732964,0.004178313008474083,0.21262886597938147,0.002032205430312129,0.3105144119503471,0.0019650568727258766,97,True
e5,3,a_ratio,0.2,0.1198885406736663,0.2421287679934137,0.07474226804123713,0.2781012070168114,0.12054228908058068,0.23955190153798925,97,False
e5,3,a_ratio,0.2,-0.04293465332211998,0.6762628790892588,-0.016323024054982822,0.8127611296549226,-0.033334209972648854,0.7458335767737867,97,True
e5,3,nqc,0.2,0.0987048896558789,0.3361101440642022,0.05498281786941581,0.42495013508695245,0.07249368819692824,0.4804036574054378,97,False
e5,3,nqc,0.2,-0.08983002006567227,0.3815604760279889,-0.07689003436426119,0.26452436355398434,-0.11107458447296444,0.27874993242911167,97,True
e5,3,bertQPP,0.2,0.26125325694879636,0.009745098345135544,0.15936426116838492,0.0207470988785446,0.22287239638123288,0.028216664145734004,97,False
e5,3,bertQPP,0.2,0.14870503885022768,0.14603385505462896,0.06872852233676977,0.3186051074891699,0.09655743740795286,0.34678017309170717,97,True
e5,3,spatial,0.25,0.12355269504911795,0.22793166074429413,0.07474226804123713,0.2781012070168114,0.11920103092783504,0.2448593460438852,97,False
e5,3,spatial,0.25,0.2924981066210131,0.0036457145810254465,0.22207903780068733,0.0012702502748310276,0.32241479065853146,0.00127870526943321,97,True
e5,3,a_ratio,0.25,0.11629922215239408,0.25661836983497693,0.0738831615120275,0.2836625052763587,0.11917473174836944,0.2449642189330211,97,False
e5,3,a_ratio,0.25,-0.051843085457152376,0.6140397955827958,-0.02405498281786942,0.7270405431127746,-0.043643488323164316,0.671224112554206,97,True
e5,3,nqc,0.25,0.10145551178011489,0.32275040014233225,0.05541237113402062,0.42134149715143543,0.07981800967809803,0.437060613505761,97,False
e5,3,nqc,0.25,-0.09083972434455084,0.37621015146994624,-0.07817869415807562,0.25660117603543875,-0.11542709867452135,0.2602266656243881,97,True
e5,3,bertQPP,0.25,0.26527870693369515,0.008638220792850829,0.16323024054982818,0.017852894393926448,0.23080159899011146,0.022938036430994655,97,False
e5,3,bertQPP,0.25,0.13884403368243736,0.17500142838952723,0.06357388316151204,0.356252805453549,0.08793130654323585,0.3917452127524972,97,True
e5,3,spatial,0.3,0.11966527118612139,0.24301320466516754,0.07001718213058421,0.30961588134500106,0.11231064590784766,0.2734020587694812,97,False
e5,3,spatial,0.3,0.297022547218421,0.003132880000669901,0.22336769759450176,0.0011897860106094835,0.3254786450662739,0.0011415572955229508,97,True
e5,3,a_ratio,0.3,0.11362708010156651,0.26778283831136473,0.07173539518900345,0.2978933833803449,0.11653166421207657,0.25566246971574963,97,False
e5,3,a_ratio,0.3,-0.05762130214709246,0.5750612523398415,-0.0313573883161512,0.6490868603039283,-0.049495055754260456,0.6301998142484375,97,True
e5,3,nqc,0.3,0.10455079619749527,0.30813011508334637,0.056271477663230256,0.41417839532189626,0.08325005259835891,0.41753946147720034,97,False
e5,3,nqc,0.3,-0.09192579489202564,0.37050632298555364,-0.08290378006872855,0.22896569995644822,-0.11946402272249104,0.2438123224180449,97,True
e5,3,bertQPP,0.3,0.26874757105484687,0.007774702301033459,0.16408934707903783,0.01726000960595295,0.2355223017041868,0.020215405688012333,97,False
e5,3,bertQPP,0.3,0.12738993751831756,0.21370069153627022,0.06314432989690723,0.3595119194286538,0.08434146854618135,0.4114392243500826,97,True
e5,3,spatial,0.35,0.11664245290029655,0.2552077177649277,0.06872852233676977,0.3186051074891699,0.11102198611403322,0.2789790443059077,97,False
e5,3,spatial,0.35,0.30187073056205305,0.002656044389871308,0.23152920962199317,0.0007801296905645403,0.33885177782453185,0.0006861253260567999,97,True
e5,3,a_ratio,0.35,0.11158407505419955,0.27653717552956625,0.06786941580756015,0.3246919364895129,0.11079844308857562,0.27995417571875225,97,False
e5,3,a_ratio,0.35,-0.061658122343593684,0.5485322224399295,-0.033505154639175264,0.6268270582661877,-0.05195402903429413,0.6132807040190253,97,True
e5,3,nqc,0.35,0.10804838725809303,0.29213682512927514,0.054123711340206195,0.432221333716273,0.08027824531874606,0.43441320384481996,97,False
e5,3,nqc,0.35,-0.09309109136662826,0.3644455388590072,-0.07989690721649485,0.24629548858904848,-0.11440143067536293,0.26451425342467877,97,True
e5,3,bertQPP,0.35,0.27130447179175776,0.0071878539887641184,0.1658075601374571,0.016125841537736958,0.2440958342099726,0.01597585974622841,97,False
e5,3,bertQPP,0.35,0.11431869244864942,0.2648621997401085,0.0627147766323024,0.3627897011875757,0.07938407321691562,0.43956509448635717,97,True
e5,3,spatial,0.4,0.11423110131204947,0.26523089251392334,0.06486254295532648,0.34658765831762584,0.10802387965495475,0.2922469448058846,97,False
e5,3,spatial,0.4,0.3068242381317424,0.002237267815966886,0.23969072164948454,0.0005048251929224872,0.3502393225331369,0.00043674650150594334,97,True
e5,3,a_ratio,0.4,0.10998009555769571,0.28354336968437865,0.06314432989690723,0.3595119194286538,0.10499947401641069,0.3060471888945776,97,False
e5,3,a_ratio,0.4,-0.0646322970271203,0.5293750080644964,-0.03780068728522337,0.5833275904873889,-0.057792446875657474,0.5739245146450054,97,True
e5,3,nqc,0.4,0.11201394990709107,0.27467938604333786,0.05541237113402062,0.42134149715143543,0.08791815695350304,0.39181630861360917,97,False
e5,3,nqc,0.4,-0.0943354569211549,0.35804126750429827,-0.07860824742268042,0.2539971105350425,-0.10860246160319798,0.2896545312923848,97,True
e5,3,bertQPP,0.4,0.27249139992787097,0.00692899105448473,0.16408934707903783,0.01726000960595295,0.24255733221123496,0.016674468379825398,97,False
e5,3,bertQPP,0.4,0.09971327936136326,0.3311722985025694,0.04510309278350516,0.5127917901399865,0.05816063538817588,0.5714825760595443,97,True
e5,3,spatial,0.45,0.11226583039578375,0.27359474057220157,0.0627147766323024,0.3627897011875757,0.10340837365874184,0.31347522696617264,97,False
e5,3,spatial,0.45,0.3113422059011251,0.0019082621221467608,0.2452749140893471,0.0003719636432157586,0.35724805386071956,0.0003279285275085021,97,True
e5,3,a_ratio,0.45,0.10869106690435387,0.28925887321780785,0.06056701030927836,0.3794578311122522,0.10219861140332422,0.3192004755570795,97,False
e5,3,a_ratio,0.45,-0.06691231449593718,0.5149192727069224,-0.040807560137457045,0.5537409286316863,-0.06063275825794234,0.5552139879417484,97,True
e5,3,nqc,0.45,0.11651826686730063,0.2557174990445641,0.056701030927835065,0.41062402699366984,0.08996949295181988,0.38081869992343753,97,False
e5,3,nqc,0.45,-0.09565323624986535,0.35133565344334106,-0.07989690721649485,0.24629548858904848,-0.11257363770250367,0.27227318039496007,97,True
e5,3,bertQPP,0.45,0.27175805927119917,0.00708793741147508,0.16365979381443302,0.01755425786967657,0.2393225331369661,0.01822987351870825,97,False
e5,3,bertQPP,0.45,0.08378257054498943,0.41455653823568867,0.030068728522336774,0.6625964496656107,0.04548443088575636,0.658205967491154,97,True
e5,3,spatial,0.5,0.1106349622385784,0.2806687473504075,0.06443298969072167,0.34979065764691386,0.10409215232484746,0.31026882405228906,97,False
e5,3,spatial,0.5,0.3142078406229552,0.0017229237507234276,0.24699312714776633,0.0003381788389163567,0.36162686724174203,0.00027325283012198404,97,True
e5,3,a_ratio,0.5,0.10763429036608327,0.2940011659692945,0.06056701030927836,0.3794578311122522,0.10073900694298336,0.3261971759655711,97,False
e5,3,a_ratio,0.5,-0.0687147014640606,0.5036363685617692,-0.0425257731958763,0.5371707606067591,-0.06307858194824321,0.5393408794884927,97,True
e5,3,nqc,0.5,0.12162846909022351,0.23531272415411097,0.0627147766323024,0.3627897011875757,0.09491373869135283,0.35508894029017735,97,False
e5,3,nqc,0.5,-0.09702914248214921,0.34441841876684487,-0.07989690721649485,0.24629548858904848,-0.11302072375341889,0.27036130129995556,97,True
e5,3,bertQPP,0.5,0.2685067679437035,0.007832088621918285,0.15936426116838492,0.0207470988785446,0.2354960025247212,0.02022976885400636,97,False
e5,3,bertQPP,0.5,0.06685870652375146,0.5152568251586173,0.009879725085910654,0.886001161240211,0.020355564906374923,0.8431228251623486,97,True
e5,3,spatial,0.55,0.10926074320399226,0.2867236005048019,0.06529209621993129,0.34340339579060297,0.10302703555649063,0.31527270154535547,97,False
e5,3,spatial,0.55,0.3128715796924093,0.0018072195854252988,0.23539518900343648,0.0006358327263393619,0.34947664632863457,0.0004504014730758008,97,True
e5,3,a_ratio,0.55,0.10675310413802165,0.2979945071607504,0.05970790378006874,0.38625489539833124,0.09846412791920892,0.3372959569248165,97,False
e5,3,a_ratio,0.55,-0.07017474613620601,0.4945916048783287,-0.04166666666666668,0.5454246199804633,-0.06264464548706081,0.5421406720882459,97,True
e5,3,nqc,0.55,0.12738654070224348,0.21371300352386421,0.07860824742268042,0.2539971105350425,0.11158741847254365,0.2765226938354862,97,False
e5,3,nqc,0.55,-0.09843143253872814,0.33745719383629924,-0.0850515463917526,0.21713063766326968,-0.12106827266989269,0.2374925049224376,97,True
e5,3,bertQPP,0.55,0.26218378695181443,0.009478734493967257,0.1473367697594502,0.03251488713772691,0.21516673679781187,0.03429953390383346,97,False
e5,3,bertQPP,0.55,0.04936773172251597,0.6310811958923802,0.012886597938144333,0.851661350500996,0.015950452345886806,0.8767684377393099,97,True
e5,3,spatial,0.6,0.10808754103060153,0.2919609529494274,0.06529209621993129,0.34340339579060297,0.10229065853145382,0.3187625065508089,97,False
e5,3,spatial,0.6,0.30254421616132693,0.002595245410988766,0.21649484536082478,0.0016803624081385136,0.3289238375762676,0.0010034186061077517,97,True
e5,3,a_ratio,0.6,0.10600761243441843,0.3014006271390253,0.05970790378006874,0.38625489539833124,0.09850357668840731,0.3371014806305884,97,False
e5,3,a_ratio,0.6,-0.0713812118056535,0.4871827237503775,-0.04295532646048111,0.5330675016802799,-0.06499842204923205,0.5270400932461046,97,True
e5,3,nqc,0.6,0.1337614956363343,0.19148520461865695,0.08634020618556702,0.2102443337075397,0.12072638333683988,0.23882970780929605,97,False
e5,3,nqc,0.6,-0.09980078965278248,0.33074596968522324,-0.08719931271477664,0.2057421374120063,-0.12490795287187038,0.22283149826204982,97,True
e5,3,bertQPP,0.6,0.2524118420758483,0.012621669204074685,0.1357388316151203,0.04887004601219989,0.20539659162634122,0.04356308533917058,97,False
e5,3,bertQPP,0.6,0.031777958662982574,0.7573235593397599,0.00859106529209622,0.9007879306638119,0.00899431937723543,0.9303240336039524,97,True
e5,3,spatial,0.65,0.10707458166646229,0.2965335302804216,0.06443298969072167,0.34979065764691386,0.10248790237744582,0.3178253060306596,97,False
e5,3,spatial,0.65,0.27614673889736724,0.0061827942153261485,0.19201030927835053,0.00533157487845821,0.29077687776141387,0.003859738352863102,97,True
e5,3,a_ratio,0.65,0.10536901137133721,0.30433857610059367,0.06013745704467355,0.3828471200330016,0.09768830212497369,0.3411350725704201,97,False
