qid,qpp_estimate,parameters,qpp_method
test_3605,1548.752685546875,{'k': 3},spatial
test_3606,1587.749267578125,{'k': 3},spatial
test_3607,1611.8095703125,{'k': 3},spatial
test_3608,1562.7301025390625,{'k': 3},spatial
test_3609,1462.637451171875,{'k': 3},spatial
test_361,1634.36572265625,{'k': 3},spatial
test_362,1456.3223876953125,{'k': 3},spatial
test_363,1563.5999755859375,{'k': 3},spatial
test_364,1542.7109375,{'k': 3},spatial
test_365,1529.917724609375,{'k': 3},spatial
test_366,1540.81103515625,{'k': 3},spatial
test_367,1585.86474609375,{'k': 3},spatial
test_368,1620.799072265625,{'k': 3},spatial
test_369,1691.416015625,{'k': 3},spatial
test_37,1454.85205078125,{'k': 3},spatial
test_370,1497.242431640625,{'k': 3},spatial
test_371,1647.06884765625,{'k': 3},spatial
test_372,1535.72021484375,{'k': 3},spatial
test_373,1464.122802734375,{'k': 3},spatial
test_374,1467.1962890625,{'k': 3},spatial
test_375,1551.561279296875,{'k': 3},spatial
test_376,1491.860595703125,{'k': 3},spatial
test_377,1607.419677734375,{'k': 3},spatial
test_378,1535.1920166015625,{'k': 3},spatial
test_379,1467.8216552734375,{'k': 3},spatial
test_38,1319.024658203125,{'k': 3},spatial
test_380,1578.4580078125,{'k': 3},spatial
test_381,1702.22265625,{'k': 3},spatial
test_382,1542.2548828125,{'k': 3},spatial
test_383,1550.074951171875,{'k': 3},spatial
test_384,1529.837646484375,{'k': 3},spatial
test_385,1516.8826904296875,{'k': 3},spatial
test_386,1392.3212890625,{'k': 3},spatial
test_387,1342.2138671875,{'k': 3},spatial
test_388,1552.2041015625,{'k': 3},spatial
test_389,1519.613037109375,{'k': 3},spatial
test_39,1591.111328125,{'k': 3},spatial
test_390,1589.26953125,{'k': 3},spatial
test_391,1599.333984375,{'k': 3},spatial
test_392,1779.130859375,{'k': 3},spatial
test_393,1618.0750732421875,{'k': 3},spatial
test_394,1641.637939453125,{'k': 3},spatial
test_395,1444.783203125,{'k': 3},spatial
test_396,1695.1417236328125,{'k': 3},spatial
test_397,1759.0911865234375,{'k': 3},spatial
test_398,1574.695068359375,{'k': 3},spatial
test_399,1455.37841796875,{'k': 3},spatial
test_4,1343.902099609375,{'k': 3},spatial
test_40,1700.300537109375,{'k': 3},spatial
test_400,1680.1903076171875,{'k': 3},spatial
test_401,1499.8271484375,{'k': 3},spatial
test_402,1487.87158203125,{'k': 3},spatial
test_403,1512.8919677734375,{'k': 3},spatial
test_404,1662.684326171875,{'k': 3},spatial
test_405,1511.1915283203125,{'k': 3},spatial
test_406,1635.592529296875,{'k': 3},spatial
test_407,1614.38916015625,{'k': 3},spatial
test_408,1415.6591796875,{'k': 3},spatial
test_409,1551.1553955078125,{'k': 3},spatial
test_41,1611.8321533203125,{'k': 3},spatial
test_410,1753.42919921875,{'k': 3},spatial
test_411,1559.862060546875,{'k': 3},spatial
test_412,1511.946533203125,{'k': 3},spatial
test_413,1603.951171875,{'k': 3},spatial
test_414,1543.29443359375,{'k': 3},spatial
test_415,1723.981689453125,{'k': 3},spatial
test_416,1475.897705078125,{'k': 3},spatial
test_417,1393.330810546875,{'k': 3},spatial
test_418,1355.9661865234375,{'k': 3},spatial
test_419,1464.941162109375,{'k': 3},spatial
test_42,1645.393310546875,{'k': 3},spatial
test_420,1742.211669921875,{'k': 3},spatial
test_421,1530.8233642578125,{'k': 3},spatial
test_422,1540.758056640625,{'k': 3},spatial
test_423,1358.1748046875,{'k': 3},spatial
test_424,1643.63916015625,{'k': 3},spatial
test_425,1409.3343505859375,{'k': 3},spatial
test_426,1546.504638671875,{'k': 3},spatial
test_427,1691.899169921875,{'k': 3},spatial
test_428,1470.2838134765625,{'k': 3},spatial
test_429,1498.911865234375,{'k': 3},spatial
test_43,1484.08251953125,{'k': 3},spatial
test_430,1642.049560546875,{'k': 3},spatial
test_431,1639.185546875,{'k': 3},spatial
test_432,1569.4736328125,{'k': 3},spatial
test_433,1325.5745849609375,{'k': 3},spatial
test_434,1544.95361328125,{'k': 3},spatial
test_435,1665.29443359375,{'k': 3},spatial
test_436,1536.56884765625,{'k': 3},spatial
test_437,1790.773193359375,{'k': 3},spatial
test_438,1389.220458984375,{'k': 3},spatial
test_439,1646.23828125,{'k': 3},spatial
test_44,1411.849365234375,{'k': 3},spatial
test_440,1811.66455078125,{'k': 3},spatial
test_441,1640.35791015625,{'k': 3},spatial
test_442,1483.943115234375,{'k': 3},spatial
test_443,1540.94140625,{'k': 3},spatial
test_444,1529.328369140625,{'k': 3},spatial
test_445,1624.23388671875,{'k': 3},spatial
test_446,1435.116943359375,{'k': 3},spatial
test_447,1430.4365234375,{'k': 3},spatial
test_448,1523.166259765625,{'k': 3},spatial
test_449,1426.4447021484375,{'k': 3},spatial
test_45,1594.7880859375,{'k': 3},spatial
test_450,1720.529296875,{'k': 3},spatial
test_451,1408.3675537109375,{'k': 3},spatial
test_452,1588.361083984375,{'k': 3},spatial
test_453,1621.365478515625,{'k': 3},spatial
test_454,1563.2509765625,{'k': 3},spatial
test_455,1598.69482421875,{'k': 3},spatial
test_456,1677.9901123046875,{'k': 3},spatial
test_457,1580.497314453125,{'k': 3},spatial
test_458,1368.688720703125,{'k': 3},spatial
test_459,1662.5562744140625,{'k': 3},spatial
test_46,1625.6162109375,{'k': 3},spatial
test_460,1565.796142578125,{'k': 3},spatial
test_461,1396.451904296875,{'k': 3},spatial
test_462,1460.681640625,{'k': 3},spatial
test_463,1498.75146484375,{'k': 3},spatial
test_464,1638.091552734375,{'k': 3},spatial
test_465,1798.050537109375,{'k': 3},spatial
test_466,1385.496337890625,{'k': 3},spatial
test_467,1529.57958984375,{'k': 3},spatial
test_468,1750.6005859375,{'k': 3},spatial
test_469,1638.324462890625,{'k': 3},spatial
test_47,1630.3304443359375,{'k': 3},spatial
test_470,1510.594482421875,{'k': 3},spatial
test_471,1624.877685546875,{'k': 3},spatial
test_472,1602.625732421875,{'k': 3},spatial
test_473,1474.39404296875,{'k': 3},spatial
test_474,1316.1951904296875,{'k': 3},spatial
test_475,1597.989501953125,{'k': 3},spatial
test_476,1406.96142578125,{'k': 3},spatial
test_477,1562.16845703125,{'k': 3},spatial
test_478,1663.531005859375,{'k': 3},spatial
test_479,1675.7882080078125,{'k': 3},spatial
test_48,1588.8624267578125,{'k': 3},spatial
test_480,1539.8023681640625,{'k': 3},spatial
test_481,1386.635498046875,{'k': 3},spatial
test_482,1443.6455078125,{'k': 3},spatial
test_483,1531.4344482421875,{'k': 3},spatial
test_484,1411.5318603515625,{'k': 3},spatial
test_485,1694.038330078125,{'k': 3},spatial
test_486,1633.0543212890625,{'k': 3},spatial
test_487,1694.734130859375,{'k': 3},spatial
test_488,1399.822021484375,{'k': 3},spatial
test_489,1681.12353515625,{'k': 3},spatial
test_49,1395.03466796875,{'k': 3},spatial
test_490,1519.155029296875,{'k': 3},spatial
test_491,1509.07421875,{'k': 3},spatial
test_492,1507.371826171875,{'k': 3},spatial
test_493,1701.994384765625,{'k': 3},spatial
test_494,1601.082275390625,{'k': 3},spatial
test_495,1524.931396484375,{'k': 3},spatial
test_496,1715.203125,{'k': 3},spatial
test_497,1800.267333984375,{'k': 3},spatial
test_498,1983.0142822265625,{'k': 3},spatial
test_499,1669.661376953125,{'k': 3},spatial
test_5,1547.89306640625,{'k': 3},spatial
test_50,1447.3253173828125,{'k': 3},spatial
test_500,1561.7965087890625,{'k': 3},spatial
test_501,1573.774169921875,{'k': 3},spatial
test_502,1594.8809814453125,{'k': 3},spatial
test_503,1416.9266357421875,{'k': 3},spatial
test_504,1563.47900390625,{'k': 3},spatial
test_505,1641.813720703125,{'k': 3},spatial
test_506,1472.7518310546875,{'k': 3},spatial
test_507,1633.258056640625,{'k': 3},spatial
test_508,1676.2119140625,{'k': 3},spatial
test_509,1858.91064453125,{'k': 3},spatial
test_51,1483.294189453125,{'k': 3},spatial
test_510,1532.3701171875,{'k': 3},spatial
test_511,1454.6092529296875,{'k': 3},spatial
test_512,1794.7703857421875,{'k': 3},spatial
test_513,1482.280517578125,{'k': 3},spatial
test_514,1482.820556640625,{'k': 3},spatial
test_515,1452.2197265625,{'k': 3},spatial
test_516,1434.3251953125,{'k': 3},spatial
test_517,1278.869140625,{'k': 3},spatial
test_518,1348.350830078125,{'k': 3},spatial
test_519,1671.764892578125,{'k': 3},spatial
test_52,1424.51318359375,{'k': 3},spatial
test_520,1453.41748046875,{'k': 3},spatial
test_521,1502.62890625,{'k': 3},spatial
test_522,1763.9073486328125,{'k': 3},spatial
test_523,1568.9814453125,{'k': 3},spatial
test_524,1479.8702392578125,{'k': 3},spatial
test_525,1544.131103515625,{'k': 3},spatial
test_526,1558.1396484375,{'k': 3},spatial
test_527,1410.5478515625,{'k': 3},spatial
test_528,1680.642822265625,{'k': 3},spatial
test_529,1629.7530517578125,{'k': 3},spatial
test_53,1436.994873046875,{'k': 3},spatial
test_530,1499.9893798828125,{'k': 3},spatial
test_531,1479.7908935546875,{'k': 3},spatial
test_532,1637.727294921875,{'k': 3},spatial
test_533,1678.850830078125,{'k': 3},spatial
test_534,1636.916748046875,{'k': 3},spatial
test_535,1419.32568359375,{'k': 3},spatial
test_536,1502.814208984375,{'k': 3},spatial
test_537,1613.825439453125,{'k': 3},spatial
test_538,1542.3216552734375,{'k': 3},spatial
test_539,1552.51123046875,{'k': 3},spatial
test_54,1645.06884765625,{'k': 3},spatial
test_540,1473.194091796875,{'k': 3},spatial
test_541,1704.8736572265625,{'k': 3},spatial
test_542,1547.0205078125,{'k': 3},spatial
test_543,1568.49658203125,{'k': 3},spatial
test_544,1587.360107421875,{'k': 3},spatial
test_545,1442.2099609375,{'k': 3},spatial
test_546,1636.2724609375,{'k': 3},spatial
test_547,1388.864501953125,{'k': 3},spatial
test_548,1575.916748046875,{'k': 3},spatial
test_549,1620.037841796875,{'k': 3},spatial
test_55,1574.38037109375,{'k': 3},spatial
test_550,1574.5706787109375,{'k': 3},spatial
test_551,1705.660400390625,{'k': 3},spatial
test_552,1691.578369140625,{'k': 3},spatial
test_553,1536.1903076171875,{'k': 3},spatial
test_554,1609.808837890625,{'k': 3},spatial
test_555,1485.634033203125,{'k': 3},spatial
test_556,1379.923828125,{'k': 3},spatial
test_557,1562.7110595703125,{'k': 3},spatial
test_558,1708.4847412109375,{'k': 3},spatial
test_559,1531.4290771484375,{'k': 3},spatial
test_56,1493.995361328125,{'k': 3},spatial
test_560,1495.49658203125,{'k': 3},spatial
test_561,1605.21533203125,{'k': 3},spatial
test_562,1341.23876953125,{'k': 3},spatial
test_563,1625.810302734375,{'k': 3},spatial
test_564,1550.17236328125,{'k': 3},spatial
test_565,1468.8377685546875,{'k': 3},spatial
test_566,1553.037841796875,{'k': 3},spatial
test_567,1491.13232421875,{'k': 3},spatial
test_568,1561.41455078125,{'k': 3},spatial
test_569,1511.610595703125,{'k': 3},spatial
test_57,1496.1015625,{'k': 3},spatial
test_570,1790.133544921875,{'k': 3},spatial
test_571,1659.8800048828125,{'k': 3},spatial
test_572,1616.4481201171875,{'k': 3},spatial
test_573,1482.3638916015625,{'k': 3},spatial
test_574,1642.47265625,{'k': 3},spatial
test_575,1665.883544921875,{'k': 3},spatial
test_576,1356.6075439453125,{'k': 3},spatial
test_577,1646.5845947265625,{'k': 3},spatial
test_578,1482.017333984375,{'k': 3},spatial
test_579,1589.330322265625,{'k': 3},spatial
test_58,1380.802734375,{'k': 3},spatial
test_580,1550.6707763671875,{'k': 3},spatial
test_581,1684.216064453125,{'k': 3},spatial
test_582,1748.54296875,{'k': 3},spatial
test_583,1444.7080078125,{'k': 3},spatial
test_584,1362.2139892578125,{'k': 3},spatial
test_585,1652.2825927734375,{'k': 3},spatial
test_586,1463.15185546875,{'k': 3},spatial
test_587,1449.663330078125,{'k': 3},spatial
test_588,1661.7803955078125,{'k': 3},spatial
test_589,1624.900146484375,{'k': 3},spatial
test_59,1711.611328125,{'k': 3},spatial
test_590,1469.023681640625,{'k': 3},spatial
test_591,1654.6201171875,{'k': 3},spatial
test_592,1599.549072265625,{'k': 3},spatial
test_593,1602.59423828125,{'k': 3},spatial
test_594,1543.139892578125,{'k': 3},spatial
test_595,1389.778564453125,{'k': 3},spatial
test_596,1614.520263671875,{'k': 3},spatial
test_597,1592.4637451171875,{'k': 3},spatial
test_598,1446.018798828125,{'k': 3},spatial
test_599,1519.488525390625,{'k': 3},spatial
test_6,1552.0828857421875,{'k': 3},spatial
test_60,1743.40869140625,{'k': 3},spatial
test_600,1655.657470703125,{'k': 3},spatial
test_601,1642.0498046875,{'k': 3},spatial
test_602,1498.376708984375,{'k': 3},spatial
test_603,1644.1337890625,{'k': 3},spatial
test_604,1561.4547119140625,{'k': 3},spatial
test_605,1636.189208984375,{'k': 3},spatial
test_606,1804.78173828125,{'k': 3},spatial
test_607,1624.1734619140625,{'k': 3},spatial
test_608,1686.6888427734375,{'k': 3},spatial
test_609,1819.6448974609375,{'k': 3},spatial
test_61,1391.93505859375,{'k': 3},spatial
test_610,1916.8125,{'k': 3},spatial
test_611,1565.3511962890625,{'k': 3},spatial
test_612,1495.26513671875,{'k': 3},spatial
test_613,1504.298583984375,{'k': 3},spatial
test_614,1484.78857421875,{'k': 3},spatial
test_615,1482.9093017578125,{'k': 3},spatial
test_616,1624.649169921875,{'k': 3},spatial
test_617,1756.811279296875,{'k': 3},spatial
test_618,1549.172119140625,{'k': 3},spatial
test_619,1594.57275390625,{'k': 3},spatial
test_62,1791.4027099609375,{'k': 3},spatial
test_620,1424.001953125,{'k': 3},spatial
test_621,1689.385498046875,{'k': 3},spatial
test_622,1690.236572265625,{'k': 3},spatial
test_623,1479.0966796875,{'k': 3},spatial
test_624,1531.780517578125,{'k': 3},spatial
test_625,1544.852294921875,{'k': 3},spatial
test_626,1709.6510009765625,{'k': 3},spatial
test_627,1560.2042236328125,{'k': 3},spatial
test_628,1525.72900390625,{'k': 3},spatial
test_629,1602.7647705078125,{'k': 3},spatial
test_63,1638.7421875,{'k': 3},spatial
test_630,1627.9146728515625,{'k': 3},spatial
test_631,1610.6790771484375,{'k': 3},spatial
test_632,1634.123291015625,{'k': 3},spatial
test_633,1813.5498046875,{'k': 3},spatial
test_634,1872.1104736328125,{'k': 3},spatial
test_635,1515.25927734375,{'k': 3},spatial
test_636,1347.949951171875,{'k': 3},spatial
test_637,1424.204345703125,{'k': 3},spatial
test_638,1496.035400390625,{'k': 3},spatial
test_639,1535.005126953125,{'k': 3},spatial
test_64,1395.6275634765625,{'k': 3},spatial
test_640,1422.71484375,{'k': 3},spatial
test_641,1633.4112548828125,{'k': 3},spatial
test_642,1561.923828125,{'k': 3},spatial
test_643,1468.7425537109375,{'k': 3},spatial
test_644,1611.41748046875,{'k': 3},spatial
test_645,1574.828369140625,{'k': 3},spatial
test_646,1757.115478515625,{'k': 3},spatial
test_647,1616.455322265625,{'k': 3},spatial
test_648,1532.93701171875,{'k': 3},spatial
test_649,1692.2020263671875,{'k': 3},spatial
test_65,1454.531005859375,{'k': 3},spatial
test_650,1541.87353515625,{'k': 3},spatial
test_651,1586.343505859375,{'k': 3},spatial
test_652,1531.61328125,{'k': 3},spatial
test_653,1579.3260498046875,{'k': 3},spatial
test_654,1808.9385986328125,{'k': 3},spatial
test_655,1523.934814453125,{'k': 3},spatial
test_656,1813.543212890625,{'k': 3},spatial
test_657,1557.954833984375,{'k': 3},spatial
test_658,1481.028564453125,{'k': 3},spatial
test_659,1496.0201416015625,{'k': 3},spatial
test_66,1705.517333984375,{'k': 3},spatial
test_660,1561.2486572265625,{'k': 3},spatial
test_661,1412.9609375,{'k': 3},spatial
test_662,1640.7669677734375,{'k': 3},spatial
test_663,1579.529296875,{'k': 3},spatial
test_664,1676.917724609375,{'k': 3},spatial
test_665,1696.71875,{'k': 3},spatial
test_666,1721.5623779296875,{'k': 3},spatial
test_667,1817.72216796875,{'k': 3},spatial
test_668,1604.18896484375,{'k': 3},spatial
test_669,1474.6488037109375,{'k': 3},spatial
test_67,1629.5758056640625,{'k': 3},spatial
test_670,1567.127197265625,{'k': 3},spatial
test_671,1581.30419921875,{'k': 3},spatial
test_672,1313.626708984375,{'k': 3},spatial
test_673,1564.9818115234375,{'k': 3},spatial
test_674,1503.1182861328125,{'k': 3},spatial
test_675,1587.77685546875,{'k': 3},spatial
test_676,1450.663330078125,{'k': 3},spatial
test_677,1608.6978759765625,{'k': 3},spatial
test_678,1603.2138671875,{'k': 3},spatial
test_679,1628.446533203125,{'k': 3},spatial
test_68,1429.21435546875,{'k': 3},spatial
test_680,1559.1982421875,{'k': 3},spatial
test_681,1486.18994140625,{'k': 3},spatial
test_682,1788.481689453125,{'k': 3},spatial
test_683,1707.7608642578125,{'k': 3},spatial
test_684,1542.042724609375,{'k': 3},spatial
test_685,1550.2183837890625,{'k': 3},spatial
test_686,1565.376220703125,{'k': 3},spatial
test_687,1595.87353515625,{'k': 3},spatial
test_688,1519.08447265625,{'k': 3},spatial
test_689,1709.24462890625,{'k': 3},spatial
test_69,1736.104736328125,{'k': 3},spatial
test_690,1608.1866455078125,{'k': 3},spatial
test_691,1659.2587890625,{'k': 3},spatial
test_692,1431.760498046875,{'k': 3},spatial
test_693,1569.5933837890625,{'k': 3},spatial
test_694,1732.056884765625,{'k': 3},spatial
test_695,1486.6514892578125,{'k': 3},spatial
test_696,1618.37744140625,{'k': 3},spatial
test_697,1601.4090576171875,{'k': 3},spatial
test_698,1648.132080078125,{'k': 3},spatial
test_699,1560.373291015625,{'k': 3},spatial
test_7,1654.08251953125,{'k': 3},spatial
test_70,1557.78076171875,{'k': 3},spatial
test_700,1632.71923828125,{'k': 3},spatial
test_701,1500.2724609375,{'k': 3},spatial
test_702,1461.1217041015625,{'k': 3},spatial
test_703,1395.454833984375,{'k': 3},spatial
test_704,1535.0438232421875,{'k': 3},spatial
test_705,1576.692626953125,{'k': 3},spatial
test_706,1644.7412109375,{'k': 3},spatial
test_707,1479.7701416015625,{'k': 3},spatial
test_708,1590.71337890625,{'k': 3},spatial
test_709,1637.87451171875,{'k': 3},spatial
test_71,1696.3238525390625,{'k': 3},spatial
test_710,1521.8673095703125,{'k': 3},spatial
test_711,1477.1785888671875,{'k': 3},spatial
test_712,1521.8406982421875,{'k': 3},spatial
test_713,1577.4833984375,{'k': 3},spatial
test_714,1472.6815185546875,{'k': 3},spatial
test_715,1542.88134765625,{'k': 3},spatial
test_716,1668.7978515625,{'k': 3},spatial
test_717,1561.1380615234375,{'k': 3},spatial
test_718,1604.9857177734375,{'k': 3},spatial
test_719,1327.816650390625,{'k': 3},spatial
test_72,1730.1304931640625,{'k': 3},spatial
test_720,1505.237548828125,{'k': 3},spatial
test_721,1448.09130859375,{'k': 3},spatial
test_722,1656.98681640625,{'k': 3},spatial
test_723,1507.7337646484375,{'k': 3},spatial
test_724,1747.0126953125,{'k': 3},spatial
test_725,1589.186279296875,{'k': 3},spatial
test_726,1696.0616455078125,{'k': 3},spatial
test_727,1606.119873046875,{'k': 3},spatial
test_728,1653.335693359375,{'k': 3},spatial
test_729,1507.2220458984375,{'k': 3},spatial
test_73,1492.902099609375,{'k': 3},spatial
test_730,1512.19970703125,{'k': 3},spatial
test_731,1730.2230224609375,{'k': 3},spatial
test_732,1513.42138671875,{'k': 3},spatial
test_733,1602.433349609375,{'k': 3},spatial
test_734,1601.480712890625,{'k': 3},spatial
test_735,1423.630859375,{'k': 3},spatial
test_736,1771.431884765625,{'k': 3},spatial
test_737,1532.5716552734375,{'k': 3},spatial
test_738,1405.3336181640625,{'k': 3},spatial
test_739,1452.9556884765625,{'k': 3},spatial
test_74,1595.580078125,{'k': 3},spatial
test_740,1602.2122802734375,{'k': 3},spatial
test_741,1466.2125244140625,{'k': 3},spatial
test_742,1493.55419921875,{'k': 3},spatial
test_743,1680.124267578125,{'k': 3},spatial
test_744,1481.70751953125,{'k': 3},spatial
test_745,1520.389404296875,{'k': 3},spatial
test_746,1449.69970703125,{'k': 3},spatial
test_747,1655.826904296875,{'k': 3},spatial
test_748,1580.26318359375,{'k': 3},spatial
test_749,1694.895751953125,{'k': 3},spatial
test_75,1580.044677734375,{'k': 3},spatial
test_750,1403.9580078125,{'k': 3},spatial
test_751,1576.1231689453125,{'k': 3},spatial
test_752,1306.526611328125,{'k': 3},spatial
test_753,1526.1220703125,{'k': 3},spatial
test_754,1603.091796875,{'k': 3},spatial
test_755,1554.564208984375,{'k': 3},spatial
test_756,1534.97802734375,{'k': 3},spatial
test_757,1330.924560546875,{'k': 3},spatial
test_758,1362.429931640625,{'k': 3},spatial
test_759,1501.5374755859375,{'k': 3},spatial
test_76,1577.852294921875,{'k': 3},spatial
test_760,1597.747314453125,{'k': 3},spatial
test_761,1516.40673828125,{'k': 3},spatial
test_762,1507.2811279296875,{'k': 3},spatial
test_763,1592.7403564453125,{'k': 3},spatial
test_764,1586.10302734375,{'k': 3},spatial
test_765,1631.580322265625,{'k': 3},spatial
test_766,1506.981689453125,{'k': 3},spatial
test_767,1480.943359375,{'k': 3},spatial
test_768,1459.57421875,{'k': 3},spatial
test_769,1640.8580322265625,{'k': 3},spatial
test_77,1576.4954833984375,{'k': 3},spatial
test_770,1532.498291015625,{'k': 3},spatial
test_771,1584.471923828125,{'k': 3},spatial
test_772,1393.7904052734375,{'k': 3},spatial
test_773,1416.451171875,{'k': 3},spatial
test_774,1531.6617431640625,{'k': 3},spatial
test_775,1629.412841796875,{'k': 3},spatial
test_776,1474.0140380859375,{'k': 3},spatial
test_777,1524.78369140625,{'k': 3},spatial
test_778,1381.87841796875,{'k': 3},spatial
test_779,1649.68017578125,{'k': 3},spatial
test_78,1445.12646484375,{'k': 3},spatial
test_780,1580.61962890625,{'k': 3},spatial
test_781,1526.04541015625,{'k': 3},spatial
test_782,1474.49365234375,{'k': 3},spatial
test_783,1632.697021484375,{'k': 3},spatial
test_784,1648.27783203125,{'k': 3},spatial
test_785,1536.206787109375,{'k': 3},spatial
test_786,1498.65673828125,{'k': 3},spatial
test_787,1696.354248046875,{'k': 3},spatial
test_788,1580.263427734375,{'k': 3},spatial
test_789,1622.297607421875,{'k': 3},spatial
test_79,1415.630126953125,{'k': 3},spatial
test_790,1780.762939453125,{'k': 3},spatial
test_791,1525.2603759765625,{'k': 3},spatial
test_792,1560.655029296875,{'k': 3},spatial
test_793,1539.8486328125,{'k': 3},spatial
test_794,1883.15478515625,{'k': 3},spatial
test_795,1645.1083984375,{'k': 3},spatial
test_796,1733.50146484375,{'k': 3},spatial
test_797,1436.009033203125,{'k': 3},spatial
test_798,1559.7900390625,{'k': 3},spatial
test_799,1704.489990234375,{'k': 3},spatial
test_8,1490.042236328125,{'k': 3},spatial
test_80,1490.351806640625,{'k': 3},spatial
test_800,1552.080810546875,{'k': 3},spatial
test_801,1459.546875,{'k': 3},spatial
test_802,1548.013427734375,{'k': 3},spatial
test_803,1599.288818359375,{'k': 3},spatial
test_804,1404.08837890625,{'k': 3},spatial
test_805,1433.9593505859375,{'k': 3},spatial
test_806,1655.122802734375,{'k': 3},spatial
test_807,1425.03369140625,{'k': 3},spatial
test_808,1566.170166015625,{'k': 3},spatial
test_809,1639.11962890625,{'k': 3},spatial
test_81,1657.00732421875,{'k': 3},spatial
test_810,1506.2822265625,{'k': 3},spatial
test_811,1593.177734375,{'k': 3},spatial
test_812,1426.4903564453125,{'k': 3},spatial
test_813,1749.7095947265625,{'k': 3},spatial
test_814,1555.1954345703125,{'k': 3},spatial
test_815,1705.84423828125,{'k': 3},spatial
test_816,1491.9793701171875,{'k': 3},spatial
test_817,1751.135986328125,{'k': 3},spatial
test_818,1561.39013671875,{'k': 3},spatial
test_819,1706.419921875,{'k': 3},spatial
test_82,1666.43017578125,{'k': 3},spatial
test_820,1457.5010986328125,{'k': 3},spatial
test_821,1610.9681396484375,{'k': 3},spatial
test_822,1641.1534423828125,{'k': 3},spatial
test_823,1467.2862548828125,{'k': 3},spatial
test_824,1523.17041015625,{'k': 3},spatial
test_825,1534.8526611328125,{'k': 3},spatial
test_826,1541.261474609375,{'k': 3},spatial
test_827,1540.08984375,{'k': 3},spatial
test_828,1638.8360595703125,{'k': 3},spatial
test_829,1541.4984130859375,{'k': 3},spatial
test_83,1457.67041015625,{'k': 3},spatial
test_830,1401.6416015625,{'k': 3},spatial
test_831,1679.022705078125,{'k': 3},spatial
test_832,1467.333251953125,{'k': 3},spatial
test_833,1385.839599609375,{'k': 3},spatial
test_834,1788.901123046875,{'k': 3},spatial
test_835,1571.089599609375,{'k': 3},spatial
test_836,1638.573486328125,{'k': 3},spatial
test_837,1567.425537109375,{'k': 3},spatial
test_838,1472.549072265625,{'k': 3},spatial
test_839,1567.78125,{'k': 3},spatial
test_84,1608.103515625,{'k': 3},spatial
test_840,1495.343017578125,{'k': 3},spatial
test_841,1644.6044921875,{'k': 3},spatial
test_842,1577.3994140625,{'k': 3},spatial
test_843,1507.188720703125,{'k': 3},spatial
test_844,1464.28125,{'k': 3},spatial
test_845,1785.25341796875,{'k': 3},spatial
test_846,1582.5177001953125,{'k': 3},spatial
test_847,1616.4521484375,{'k': 3},spatial
test_848,1453.580322265625,{'k': 3},spatial
test_849,1568.3199462890625,{'k': 3},spatial
test_85,1563.431396484375,{'k': 3},spatial
test_850,1534.7850341796875,{'k': 3},spatial
test_851,1876.659423828125,{'k': 3},spatial
test_852,1330.5621337890625,{'k': 3},spatial
test_853,1735.8955078125,{'k': 3},spatial
test_854,1601.29052734375,{'k': 3},spatial
test_855,1655.49658203125,{'k': 3},spatial
test_856,1447.3426513671875,{'k': 3},spatial
test_857,1627.6070556640625,{'k': 3},spatial
test_858,1518.71337890625,{'k': 3},spatial
test_859,1645.737548828125,{'k': 3},spatial
test_86,1559.447265625,{'k': 3},spatial
test_860,1498.9713134765625,{'k': 3},spatial
test_861,1596.613525390625,{'k': 3},spatial
test_862,1504.623046875,{'k': 3},spatial
test_863,1568.60498046875,{'k': 3},spatial
test_864,1458.43212890625,{'k': 3},spatial
test_865,1585.70703125,{'k': 3},spatial
test_866,1546.4527587890625,{'k': 3},spatial
test_867,1403.365966796875,{'k': 3},spatial
test_868,1783.468505859375,{'k': 3},spatial
test_869,1558.9417724609375,{'k': 3},spatial
test_87,1478.3250732421875,{'k': 3},spatial
test_870,1499.7166748046875,{'k': 3},spatial
test_871,1551.179931640625,{'k': 3},spatial
test_872,1542.15087890625,{'k': 3},spatial
test_873,1649.4781494140625,{'k': 3},spatial
test_874,1679.561767578125,{'k': 3},spatial
test_875,1516.127197265625,{'k': 3},spatial
test_876,1714.8099365234375,{'k': 3},spatial
test_877,1698.338134765625,{'k': 3},spatial
test_878,1574.696044921875,{'k': 3},spatial
test_879,1571.521728515625,{'k': 3},spatial
test_88,1584.16064453125,{'k': 3},spatial
test_880,1629.147705078125,{'k': 3},spatial
test_881,1447.694091796875,{'k': 3},spatial
test_882,1496.824462890625,{'k': 3},spatial
test_883,1443.59765625,{'k': 3},spatial
test_884,1504.1563720703125,{'k': 3},spatial
test_885,1456.73193359375,{'k': 3},spatial
test_886,1682.2125244140625,{'k': 3},spatial
test_887,1527.059814453125,{'k': 3},spatial
test_888,1765.9610595703125,{'k': 3},spatial
test_889,1950.21240234375,{'k': 3},spatial
test_89,1690.0770263671875,{'k': 3},spatial
test_890,1618.6136474609375,{'k': 3},spatial
test_891,1525.457275390625,{'k': 3},spatial
test_892,1366.65625,{'k': 3},spatial
test_893,1571.19091796875,{'k': 3},spatial
test_894,1540.7957763671875,{'k': 3},spatial
test_895,1368.24072265625,{'k': 3},spatial
test_896,1665.0673828125,{'k': 3},spatial
test_897,1808.493896484375,{'k': 3},spatial
test_898,1521.238525390625,{'k': 3},spatial
test_899,1475.759033203125,{'k': 3},spatial
test_9,1475.187744140625,{'k': 3},spatial
