retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries,with_0shot_posterior
tct,9,a_ratio,2,0.25,0.2312467970359478,0.022668542204432887,0.15721649484536085,0.02252544814571104,97,False
tct,9,a_ratio,2,0.25,0.31852728129725827,0.0014742116335666555,0.22723367697594504,0.000975784420613921,97,True
tct,9,nqc,2,0.25,0.1571987886557551,0.12411334456267292,0.09235395189003438,0.18019329783502935,97,False
tct,9,nqc,2,0.25,0.2488616666807014,0.013970074670425887,0.16838487972508595,0.01454739544260673,97,True
tct,9,bertQPP,2,0.25,0.23644159370100182,0.019718811836678098,0.1284364261168385,0.06235576017343852,97,False
tct,9,bertQPP,2,0.25,0.29575056859349547,0.0032700799904689464,0.20274914089347082,0.003259747042536618,97,True
tct,9,bertQPP(QV),2,0.25,0.18957679592030333,0.06291190335712446,0.08634020618556702,0.2102443337075397,97,False
tct,9,bertQPP(QV),2,0.25,0.262772922683967,0.009313417288078966,0.16151202749140894,0.01909240321886764,97,True
tct,9,spatial,2,0.3,0.10084352265999513,0.32569293749870104,0.08591065292096221,0.2125219840325313,97,False
tct,9,spatial,2,0.3,0.28615626505656355,0.0044908796379238,0.2216494845360825,0.001298168853613724,97,True
tct,9,a_ratio,2,0.3,0.25301254457767075,0.012405101019252244,0.16967353951890035,0.013810511589466142,97,False
tct,9,a_ratio,2,0.3,0.3254848163838086,0.0011412951008062337,0.23152920962199317,0.0007801296905645403,97,True
tct,9,nqc,2,0.3,0.1594535456138809,0.1187418676545186,0.09235395189003438,0.18019329783502935,97,False
tct,9,nqc,2,0.3,0.25110254484225975,0.013105146615459497,0.16838487972508595,0.01454739544260673,97,True
tct,9,bertQPP,2,0.3,0.2520620838367325,0.01274927691859963,0.14003436426116841,0.04214791401843269,97,False
tct,9,bertQPP,2,0.3,0.309776859946604,0.0020169417161764766,0.20876288659793818,0.0024505203740822256,97,True
tct,9,bertQPP(QV),2,0.3,0.2050424638420597,0.0439345267653881,0.09793814432989692,0.1552606461818409,97,False
tct,9,bertQPP(QV),2,0.3,0.2767466286497289,0.0060673853015857995,0.16967353951890035,0.013810511589466142,97,True
tct,9,spatial,2,0.35,0.11955718042660948,0.24344218611646556,0.093213058419244,0.17617491386576734,97,False
tct,9,spatial,2,0.35,0.28751639224789693,0.004296166514294007,0.22336769759450176,0.0011897860106094835,97,True
tct,9,a_ratio,2,0.35,0.2713017296280691,0.007188461798528328,0.18513745704467358,0.007219338175415614,97,False
tct,9,a_ratio,2,0.35,0.3325677367669474,0.0008740319184293498,0.23883161512027495,0.0005288208236189078,97,True
tct,9,nqc,2,0.35,0.16204750023880632,0.11278618849558586,0.09407216494845362,0.1722237215768213,97,False
tct,9,nqc,2,0.35,0.2536677184634213,0.012172593901817318,0.16838487972508595,0.01454739544260673,97,True
tct,9,bertQPP,2,0.35,0.26903084504827957,0.007707669499949636,0.15034364261168387,0.02913493133073165,97,False
tct,9,bertQPP,2,0.35,0.3246040589272446,0.0011792738874131896,0.21821305841924402,0.0015427588468996702,97,True
tct,9,bertQPP(QV),2,0.35,0.2219520387706712,0.02889133482606592,0.10910652920962201,0.11336246240953972,97,False
tct,9,bertQPP(QV),2,0.35,0.2915218059856677,0.0037657697040657696,0.17740549828178698,0.010042744211065484,97,True
tct,9,spatial,2,0.4,0.13934726715918724,0.17342787740813148,0.10695876288659796,0.12064011527036375,97,False
tct,9,spatial,2,0.4,0.28908028172168504,0.004081621488851536,0.22336769759450176,0.0011897860106094835,97,True
tct,9,a_ratio,2,0.4,0.28622291801589766,0.0044811574431068485,0.1937285223367698,0.004935409194231109,97,False
tct,9,a_ratio,2,0.4,0.33969643666873167,0.0006639036304757963,0.24871134020618557,0.00030728207639036943,97,True
tct,9,nqc,2,0.4,0.1650627534065622,0.10615737557862549,0.09407216494845362,0.1722237215768213,97,False
tct,9,nqc,2,0.4,0.2566322726867928,0.011167399837823912,0.1679553264604811,0.014800614099959652,97,True
