retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries
mt5,5,nqc,8,0.4,0.11031931014806746,0.2820519026653777,0.015034364261168387,0.8273000875464372,97
mt5,5,spatial,8,0.5,0.3410457739866143,0.0006297672658864753,0.19587628865979384,0.004477722918252414,97
mt5,5,a_ratio,8,0.5,0.19505269764352567,0.055546728520213765,0.026632302405498288,0.6991524853070341,97
mt5,5,nqc,8,0.5,0.10878628154734726,0.28883410133724974,0.011597938144329899,0.8663479218117721,97
mt5,5,spatial,8,0.6000000000000001,0.34360658618342294,0.0005693632503005326,0.19286941580756015,0.005130036782382208,97
mt5,5,a_ratio,8,0.6000000000000001,0.1951596172848152,0.055410281772067464,0.026632302405498288,0.6991524853070341,97
mt5,5,nqc,8,0.6000000000000001,0.10767906259736035,0.2937992153751977,0.010309278350515465,0.8810807858527536,97
mt5,5,spatial,8,0.7000000000000001,0.3454093830640823,0.0005300754732613464,0.19158075601374575,0.0054350017041903615,97
mt5,5,a_ratio,8,0.7000000000000001,0.19524349780137862,0.05530342918446149,0.025773195876288665,0.708405677956768,97
mt5,5,nqc,8,0.7000000000000001,0.10684199002162528,0.29759008660752007,0.009020618556701032,0.8958549214709819,97
mt5,5,spatial,8,0.8,0.34660082169928785,0.0005054921192383329,0.1937285223367698,0.004935409194231109,97
mt5,5,a_ratio,8,0.8,0.19531105747416952,0.055217490101943864,0.022336769759450176,0.7458382926337936,97
mt5,5,nqc,8,0.8,0.10618699464667271,0.30057871594410496,0.008161512027491411,0.9057247746831294,97
mt5,5,spatial,8,0.9,0.3473026076048603,0.0004915059150670257,0.18943298969072167,0.005979808014005902,97
mt5,5,a_ratio,8,0.9,0.1953666350724413,0.05514687493233169,0.02061855670103093,0.7647885664914993,97
mt5,5,nqc,8,0.9,0.1056605205550817,0.3029951450317125,0.008161512027491411,0.9057247746831294,97
mt5,5,spatial,8,1.0,0.34761470118975674,0.00048540088347312206,0.19630584192439868,0.0043909374810577745,97
mt5,5,a_ratio,8,1.0,0.19541315725290076,0.05508782226926224,0.018470790378006877,0.7886746705788532,97
mt5,5,nqc,8,1.0,0.10522813296282249,0.30498921245464194,0.007731958762886599,0.9106652645488371,97
mt5,5,spatial,9,0.0,0.31304697464520465,0.0017959464344226076,0.20017182130584193,0.0036758280937195186,97
mt5,5,a_ratio,9,0.0,0.1930034741275738,0.05821554727714192,0.09621993127147768,0.16263626465805225,97
mt5,5,nqc,9,0.0,0.19531387397329347,0.05521390976243291,0.06314432989690723,0.3595119194286538,97
mt5,5,spatial,9,0.1,0.3222030743523337,0.0012887138466339506,0.20360824742268044,0.003130893451622874,97
mt5,5,a_ratio,9,0.1,0.19390620099064904,0.05702723221574342,0.04896907216494846,0.4773342987798882,97
mt5,5,nqc,9,0.1,0.1392493463553739,0.17373324579096308,0.033505154639175264,0.6268270582661877,97
mt5,5,spatial,9,0.2,0.3294053382223089,0.0009853753134282201,0.2053264604810997,0.002887015591872923,97
mt5,5,a_ratio,9,0.2,0.19438540333320442,0.056404542047115126,0.04424398625429554,0.52085358029868,97
mt5,5,nqc,9,0.2,0.12438557543530472,0.22478772601869354,0.02405498281786942,0.7270405431127746,97
mt5,5,spatial,9,0.30000000000000004,0.3349550011947086,0.0007977201845861947,0.21262886597938147,0.002032205430312129,97
mt5,5,a_ratio,9,0.30000000000000004,0.1946820572542637,0.05602186001550559,0.038659793814433,0.5747994088567128,97
mt5,5,nqc,9,0.30000000000000004,0.11777467600191271,0.2505920271521708,0.0193298969072165,0.77909497852838,97
mt5,5,spatial,9,0.4,0.3391338240657439,0.0006786305782997124,0.21048109965635742,0.002255725464528707,97
mt5,5,a_ratio,9,0.4,0.1948836576668733,0.055763012875457416,0.03393470790378007,0.6224147431170471,97
mt5,5,nqc,9,0.4,0.11405299383448678,0.2659816635896365,0.01718213058419244,0.8031038928688624,97
